,number,id,link,title,area,rooms,address,price,company_link,company_name,date
382,3,210877740,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877740,"2-ком. квартира 44 м², 3/3 эт.",Центральный,2,"Центральный р-н, ул. 3-я Авиационная (Дворец лёгкой атлетики)","125 000 р. 2 840,91  р./м²",None,Собственник,2022-11-21
383,4,210877662,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877662,"2-ком. квартира 52 м², 1/2 эт.",Центральный,2,"Речицкий р-н, аг. Холмеч, ул. Озёрная (Холмечский сельсовет)","31 330 р. 602,50  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-11-21
384,5,210877523,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877523,"1-ком. квартира 40,6 м², 2/3 эт.",Гомельский,1,"Гомельский р-н, аг. Урицкое","60 000 р. 1 477,83  р./м²",None,Собственник,2022-11-21
385,6,210877508,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877508,"1-ком. квартира 29,4 м², 1/9 эт.",Советский,1,"Советский р-н, ул. 60 Лет СССР, д. 6 (60 лет СССР.)","49 710 р. 1 690,82  р./м²",None,Собственник,2022-11-20
386,7,210227881,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210227881,"2-ком. квартира 40 м², 2/5 эт.",Гомельский,2,"Гомельский р-н, пос. Зябровка, ул. Центральная, д. 244",43 800 р. 1 095  р./м²,None,Собственник,2022-11-20
387,8,210877411,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877411,"2-ком. квартира 47 м², 1/5 эт.",Новобелицкий,2,"Новобелицкий р-н, ул. Жемчужная, д. 6","72 240 р. 1 537,02  р./м²",None,Собственник,2022-11-20
388,9,210877389,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877389,"2-ком. квартира 46,3 м², 6/9 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. Осипова, д. 1","67 200 р. 1 451,40  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права недвижимость""",2022-11-20
389,10,210877371,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877371,"1-ком. квартира 20 м², 5/9 эт.",Железнодорожный,1,"Железнодорожный р-н, пр-т Космонавтов, д. 100",35 000 р. 1 750  р./м²,None,Собственник,2022-11-20
390,11,210877366,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877366,"2-ком. квартира 46 м², 9/9 эт.",Советский,2,"Советский р-н, ул. Быховская, д. 115","70 000 р. 1 521,74  р./м²",None,Собственник,2022-11-20
391,12,210799387,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210799387,"3-ком. квартира 63,5 м², 5/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Фадеева, д. 9","95 000 р. 1 496,06  р./м²",None,Собственник,2022-11-20
392,13,210877233,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877233,"3-ком. квартира 60,5 м², 4/5 эт.",Гомельский,3,"Гомельский р-н, аг. Новая Гута, ул. Сожская, д. 11","42 500 р. 702,48  р./м²",None,Собственник,2022-11-19
393,14,210877092,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877092,"3-ком. квартира 75,2 м², 1/7 эт.",Центральный,3,"Центральный район, ул. Газеты ""Гомельская правда"", д. 18","178 801 р. 2 377,67  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-11-19
394,15,210877193,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877193,"1-ком. квартира 31 м², 2/10 эт.",Центральный,1,"Центральный р-н, ул. Головацкого, д. 107 (Ост. Головацкого, Дружба (магазин Алми))","70 700 р. 2 280,65  р./м²",None,Собственник,2022-11-19
395,16,210877114,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210877114,"4-ком. квартира 95 м², 2/2 эт.",Центральный,4,"Добрушский р-н, аг. Жгунь, ул. Мозырская","45 000 р. 473,68  р./м²",None,Собственник,2022-11-19
396,17,210805351,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210805351,"4-ком. квартира 90 м², 4/9 эт.",Советский,4,"Советский р-н, пр-т Речицкий, д. 83","199 900 р. 2 221,11  р./м²",None,Собственник,2022-11-19
397,18,210686392,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210686392,"1-ком. квартира 35,1 м², 3/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Дворникова, д. 20","57 500 р. 1 638,18  р./м²",None,Собственник,2022-11-18
398,19,210566358,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210566358,"1-ком. квартира 37,6 м², 7/9 эт.",Советский,1,"Советский р-н, ул. Междугородняя, д. 4 (ТД Речицкий)","55 000 р. 1 462,77  р./м²",None,Собственник,2022-11-18
399,20,210876839,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210876839,"3-ком. квартира 71,2 м², 7/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Богданова, д. 10Б","93 120 р. 1 307,87  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-11-18
400,1,210876776,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210876776,"3-ком. квартира 64 м², 4/5 эт.",Гомельский,3,"Гомельский р-н, пгт Ченки, ул. Речная, д. 16 (Санаторий Ченки/Внешгомельстрой)","106 000 р. 1 656,25  р./м²",None,Собственник,2022-11-18
401,2,210876739,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210876739,"1-ком. квартира 31,4 м², 3/9 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Свиридова, д. 1 (остановка Брянский)",,/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость""",2022-11-18
402,3,210876319,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210876319,"3-ком. квартира 61,4 м², 2/5 эт.",Железнодорожный,3,"г. Речица, ул. Панова, д. 7","51 086 р. 832,02  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-11-18
