,number,id,link,title,area,rooms,address,price,company_link,company_name,date
1015,16,210784006,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210784006,"2-ком. квартира 43,6 м², 4/5 эт.",Центральный,2,"г. Калинковичи, ул. Октябрьская, д. 1","59 558 р. 1 366,32  р./м²",/single_spec.php?id=210567805,Агентство,2022-08-07
1016,17,210783764,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210783764,"3-ком. квартира 60 м², 2/5 эт.",Центральный,3,"Речицкий р-н, г. Речица, ул. Моложежная",,None,Собственник,2022-07-07
1017,18,210783756,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210783756,"3-ком. квартира 67,1 м², 5/5 эт.",Центральный,3,"г. Октябрьский, мкр Первый","40 000 р. 596,13  р./м²",None,Собственник,2022-07-07
1018,19,210783426,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210783426,"3-ком. квартира 67,9 м², 5/5 эт.",Гомельский,3,"Гомельский р-н, д. Мышанка, ул. Городокская, д. 276","36 515 р. 537,54  р./м²",/single_spec.php?id=210567805,Агентство,2022-07-07
1019,20,210783350,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210783350,"2-ком. квартира 53,7 м², 1/3 эт.",Гомельский,2,"Гомельский р-н, гп Лелчицы, ул. Победы, д. 16","37 191 р. 692,57  р./м²",/single_spec.php?id=210567805,Агентство,2022-07-07
1020,1,210722219,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210722219,"1-ком. квартира 55 м², 17/18 эт.",Центральный,1,"Центральный р-н, ул. Головацкого, д. 105А (""Головацкого"")",110 000 р. 2 000  р./м²,None,Собственник,2022-06-07
1021,2,210780824,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210780824,"1-ком. квартира 37,6 м², 1/10 эт.",Железнодорожный,1,"Железнодорожный р-н, ул. Свиридова, д. 38","92 190 р. 2 451,86  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-05-07
1022,3,210780660,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210780660,"2-ком. квартира 50,4 м², 4/5 эт.",Центральный,2,"Центральный р-н, ул. Пушкина, д. 22 а (Парковая зона)",,/single_spec.php?id=200856033,"Агентство ООО ""Лига права -Недвижимость""",2022-05-07
1023,4,210780472,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210780472,"3-ком. квартира 55,8 м², 5/5 эт.",Центральный,3,"Центральный район, ул. Крестьянская, д. 40","66 411,80 р. 1 190,18  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-05-07
1024,5,210780474,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210780474,"2-ком. квартира 138 м², 2/2 эт.",Новобелицкий,2,"Новобелицкий район, ул. Луговая","201 789,70 р. 1 462,24  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-05-07
1025,6,208688782,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/208688782,"3-ком. квартира 65,7 м², 1/9 эт.",Центральный,3,"Центральный р-н, ул. Плеханова, д. 41 (Зип)","110 000 р. 1 674,28  р./м²",None,Собственник,2022-04-07
1026,7,210780057,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210780057,"3-ком. квартира 73,3 м², 1/2 эт.",Центральный,3,"Калинковичский р-н, г. Калинковичи, ул. Волгоградская, д. 122","63 375 р. 864,60  р./м²",/single_spec.php?id=210567805,Агентство,2022-04-07
1027,8,210780046,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210780046,"4-ком. квартира 81,5 м², 1/9 эт.",Железнодорожный,4,"Железнодорожный р-н, ул. Старочерниговская, д. 11","114 500 р. 1 404,91  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-04-07
1028,9,210779667,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210779667,"3-ком. квартира 62,9 м², 4/9 эт.",Железнодорожный,3,"Мозырский р-н, г. Мозырь, ул. Рыжкова, д. 38","92 375 р. 1 468,60  р./м²",/single_spec.php?id=210567805,Агентство,2022-04-07
1029,10,210779567,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210779567,"2-ком. квартира 57,4 м², 2/10 эт.",Новобелицкий,2,"Новобелицкий р-н, ул. Пионерская, д. 15","93 000 р. 1 620,21  р./м²",None,Собственник,2022-04-07
1030,11,210779469,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210779469,"2-ком. квартира 40,1 м², 4/5 эт.",Новобелицкий,2,"Рогачевский р-н, г. Рогачев, ул. Советская, д. 63","36 706 р. 915,36  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-03-07
1031,12,210778831,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210778831,"4-ком. квартира 83,1 м², 2/5 эт.",Новобелицкий,4,"Мозырский р-н, г. Калинковичи, ул. Дзержинского, д. 59","84 688 р. 1 019,11  р./м²",/single_spec.php?id=210567805,Агентство,2022-01-07
1032,13,210778580,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210778580,"2-ком. квартира 52,2 м², 3/9 эт.",Центральный,2,"Центральный р-н, ул. Карповича, д. 21 (р-н Центрального рынка)",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-01-07
1033,14,210778519,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210778519,"4-ком. квартира 80,8 м², 5/9 эт.",Советский,4,"Советский р-н, ул. Гайдара, д. 8","86 265 р. 1 067,37  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-01-07
1034,15,210778420,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210778420,"2-ком. квартира 50 м², 1/2 эт.",Гомельский,2,"Гомельский р-н, гп Уваровичи, ул. Пионерская, д. 8 (Церковь)",,/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость""",2022-01-07
1035,16,210778270,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210778270,"4-ком. квартира 58,4 м², 5/5 эт.",Гомельский,4,"Светлогорский район, г. Светлогорск, ул. Белтелекомовский, д. 4","38 314,50 р. 656,07  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-01-07
1036,17,210778268,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210778268,"2-ком. квартира 42,9 м², 5/5 эт.",Железнодорожный,2,"Железнодорожный район, ул. Победы, д. 25","63 857,50 р. 1 489,21  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-01-07
1037,18,210777333,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210777333,"3-ком. квартира 61,4 м², 5/5 эт.",Железнодорожный,3,"г. Речица, пер. 5-й, д. 1","60 026,05 р. 977,62  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-06-30
1038,19,210775859,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210775859,"4-ком. квартира 82,9 м², 1/9 эт.",Железнодорожный,4,"Мозырский р-н, г. Мозырь, б-р Юности, д. 39","140 859 р. 1 699,14  р./м²",/single_spec.php?id=210567805,Агентство,2022-06-29
1039,20,210775690,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210775690,"2-ком. квартира 51,4 м², 2/2 эт.",Гомельский,2,"Гомельский р-н, г. Калинковичи, ул. Котовского, д. 21","49 875 р. 970,33  р./м²",/single_spec.php?id=210567805,Агентство,2022-06-28
1040,1,210775666,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210775666,"4-ком. квартира 81,9 м², 1/9 эт.",Железнодорожный,4,"Железнодорожный р-н, ул. Старочерниговская, д. 8","98 500 р. 1 202,69  р./м²",/single_spec.php?id=207501945,Агентство ООО “Гид по недвижимости”,2022-06-28
1041,2,210774961,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210774961,"4-ком. квартира 82,9 м², 1/9 эт.",Железнодорожный,4,"г. Мозырь, б-р Юности, д. 39","116 250 р. 1 402,29  р./м²",/single_spec.php?id=210567805,Агентство,2022-06-28
1042,3,210774595,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210774595,"1-ком. квартира 32,8 м², 4/5 эт.",Советский,1,"Советский р-н, пр-т Речицкий, д. 4Б (Администрация Советского р-на)","55 000 р. 1 679,39  р./м²",None,Собственник,2022-06-27
1043,4,210774526,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210774526,"4-ком. квартира 155,7 м², 6/6 эт.",Железнодорожный,4,"Железнодорожный р-н, пр-т Ленина, д. 51","283 800 р. 1 822,74  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-06-27
1044,5,210773171,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210773171,"3-ком. квартира 62,7 м², 4/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Рогачевская, д. 16",,None,"Агентство ЧУП ""Агентство недвижимости ""Новые адреса""",2022-06-24
1045,6,210772700,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210772700,"1-ком. квартира 38,4 м², 3/4 эт.",Гомельский,1,"Гомельский район, пос. Новая Мильча, ул. Первомайская, д. 11","35 760,20 р. 931,26  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-06-24
1046,7,210772225,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210772225,"3-ком. квартира 58,7 м², 2/9 эт.",Советский,3,"Советский р-н, ул. Быховская, д. 97","116 280 р. 1 980,92  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-06-23
1047,8,210662074,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210662074,"3-ком. квартира 65 м², 1/3 эт.",Советский,3,"г. Буда-Кошелево, ул. Луговая, д. 2","59 220 р. 911,08  р./м²",None,Собственник,2022-06-23
1048,9,210662951,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210662951,"4-ком. квартира 72 м², 2/5 эт.",Советский,4,"г. Добруш, ул. Полевая, д. 40","69 300 р. 962,50  р./м²",None,Собственник,2022-06-23
1049,10,210770879,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210770879,"3-ком. квартира 49,6 м², 5/5 эт.",Советский,3,"Речицкий район, г. Речица, ул. 5-й, д. 3","48 531,70 р. 978,46  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-06-22
1050,11,210768901,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210768901,"3-ком. квартира 65,3 м², 1/1 эт.",Новобелицкий,3,"Новобелицкий р-н, пос. Юбилейный (разъезд Лисички)",,None,Собственник,2022-06-19
1051,12,210767816,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210767816,"2-ком. квартира 37,9 м², 3/4 эт.",Новобелицкий,2,"Новобелицкий район, ул. Ильича, д. 24","53 640,30 р. 1 415,31  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-06-17
1052,13,210767137,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210767137,"3-ком. квартира 55,8 м², 5/5 эт.",Новобелицкий,3,"Мозырский р-н, г. Мозырь, ул. Пролетарская, д. 85","55 880 р. 1 001,43  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-06-16
1053,14,210766922,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210766922,"4-ком. квартира 100,1 м², 7/10 эт.",Железнодорожный,4,"Железнодорожный район, ул. 8-я Иногородняя, д. 2","114 943,50 р. 1 148,29  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-06-16
1054,15,210766535,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210766535,"1-ком. квартира 46,6 м², 2/9 эт.",Центральный,1,"Центральный р-н, ул. Телегина, д. 17","75 000 р. 1 609,44  р./м²",/single_spec.php?id=210838521,"Агентство ООО ""Центр недвижимости ""Престиж""",2022-06-15
1055,16,210617650,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210617650,"4-ком. квартира 87,6 м², 6/9 эт.",Центральный,4,"Мозырский р-н, г. Мозырь, б-р Страконицкий, д. 18 к1 (рынок ""Привоз"")","114 300 р. 1 304,50  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-06-15
1056,17,210766056,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210766056,"1-ком. квартира 31,5 м², 3/9 эт.",Советский,1,"Советский р-н, ул. 60 лет СССР, д. 23","57 375 р. 1 819,12  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-06-15
1057,18,209957112,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/209957112,"3-ком. квартира 64 м², 4/9 эт.",Новобелицкий,3,"Новобелицкий р-н, ул. Пионерская, д. 4 (35-й микрорайон)","110 000 р. 1 718,75  р./м²",None,Собственник,2022-06-13
1058,19,210763774,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210763774,"3-ком. квартира 59,6 м², 5/5 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Лепешинского, д. 157","73 400 р. 1 231,54  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права недвижимость""",2022-10-06
1059,20,210763400,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210763400,"3-ком. квартира 63,1 м², 5/5 эт.",Железнодорожный,3,"Речицкий район, г. Речица, ул. Молодежная, д. 6","53 640,30 р. 850,08  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-10-06
1060,1,210763171,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210763171,"1-ком. квартира 29,5 м², 1/9 эт.",Советский,1,"Советский р-н, ул. Междугородняя, д. 16 (ост. ""ТД ""Речицкий"")",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-09-06
1061,2,210762859,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210762859,"4-ком. квартира 80,9 м², 5/7 эт.",Центральный,4,"Центральный р-н, ул. Хатаевича, д. 51","150 220 р. 1 856,86  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-09-06
1062,3,210762301,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210762301,"1-ком. квартира 50 м², 9/9 эт.",Советский,1,"Советский р-н, ул. Пенязькова, д. 15","101 010 р. 2 020,20  р./м²",None,Собственник,2022-08-06
1063,4,210617468,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210617468,"4-ком. квартира 88,8 м², 2/5 эт.",Центральный,4,"Центральный р-н, ул. Кирова, д. 35","184 800 р. 2 080,14  р./м²",/single_spec.php?id=207501945,Агентство ООО “Гид по недвижимости”,2022-07-06
1064,5,210760735,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210760735,"2-ком. квартира 40,1 м², 2/2 эт.",Гомельский,2,"Гомельский район, пос. Янтарный, д. 2","55 939,17 р. 1 394,99  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-07-06
1065,6,210760525,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210760525,"2-ком. квартира 55,2 м², 1/9 эт.",Гомельский,2,"г. Рогачев, ул. Богатырева, д. 143","48 576 р. 879,36  р./м²",/single_spec.php?id=208314513,"Агентство ""Капитал недвижимости""",2022-06-06
1066,7,210760449,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210760449,"2-ком. квартира 40,2 м², 1/2 эт.",Советский,2,"Советский р-н, ул. З.Космодемьянской, д. 1","51 815 р. 1 290,54  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-06-06
1067,8,210760409,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210760409,"2-ком. квартира 31,4 м², 2/2 эт.",Советский,2,"Советский р-н, пер. 2-й Островского, д. 21","40 000 р. 1 273,89  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-06-06
1068,9,210760120,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210760120,"3-ком. квартира 55,5 м², 2/2 эт.",Советский,3,"Советский р-н, ул. Кропоткина, д. 14 (Никольская церковь)","72 800 р. 1 311,71  р./м²",/single_spec.php?id=207501945,"Агентство ООО “Гид по недвижимости”, УНП 491323159",2022-06-06
1069,10,210516015,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210516015,"1-ком. квартира 30 м², 5/5 эт.",Железнодорожный,1,"Железнодорожный р-н, пр-т Победы, д. 20","68 000 р. 2 266,67  р./м²",None,Собственник,2022-05-06
1070,11,210661735,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210661735,"3-ком. квартира 56,7 м², 1/5 эт.",Железнодорожный,3,"Железнодорожный р-н, пр-т Космонавтов, д. 23","67 480 р. 1 189,49  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-05-06
1071,12,210625265,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210625265,"4-ком. квартира 80,9 м², 3/9 эт.",Железнодорожный,4,"Железнодорожный р-н, ул. Чапаева, д. 16","125 860 р. 1 556,13  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-05-06
1072,13,210753103,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210753103,"2-ком. квартира 59,6 м², 5/9 эт.",Центральный,2,"Центральный район, ул. Мазурова, д. 59","130 269,30 р. 2 185,73  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-05-06
1073,14,210752251,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210752251,"2-ком. квартира 61,6 м², 8/10 эт.",Центральный,2,"Центральный район, ул. Тельмана, д. 3","174 969,55 р. 2 840,41  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1074,15,210747223,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210747223,"3-ком. квартира 78,3 м², 2/10 эт.",Центральный,3,"Речицкий район, г. Речица, ул. Ивановская, д. 60","104 726,30 р. 1 337,50  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1075,16,210746285,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210746285,"1-ком. квартира 36,9 м², 9/9 эт.",Центральный,1,"Центральный район, ул. Бородина, д. 8","89 400,50 р. 2 422,78  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1076,17,210747224,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210747224,"4-ком. квартира 86,8 м², 1/9 эт.",Железнодорожный,4,"Железнодорожный район, ул. Сухого, д. 18","91 954,80 р. 1 059,39  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-04-06
1077,18,210746286,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210746286,"3-ком. квартира 66,3 м², 1/2 эт.",Гомельский,3,"Гомельский р-н, пос. Костюковка, ул. Независимости, д. 5","101 150,28 р. 1 526,34  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1078,19,210742630,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210742630,"3-ком. квартира 46,4 м², 1/1 эт.",Гомельский,3,"Лоевский район, г. Лоев, ул. Синякова, д. 36","26 820,15 р. 578,02  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1079,20,210731608,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210731608,"2-ком. квартира 46 м², 1/5 эт.",Советский,2,"Советский район, ул. Чкалова, д. 53","56 960,89 р. 1 239,36  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1080,1,210725087,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210725087,"2-ком. квартира 56 м², 1/9 эт.",Железнодорожный,2,"Железнодорожный район, ул. Малайчука, д. 23","86 846,20 р. 1 550,83  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1081,2,210723458,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210723458,"3-ком. квартира 63,9 м², 2/9 эт.",Центральный,3,"Центральный район, ул. Кожара, д. 1","89 400,50 р. 1 399,07  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1082,3,210719166,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210719166,"4-ком. квартира 82,1 м², 8/9 эт.",Центральный,4,"Речицкий район, г. Речица, ул. Советская, д. 87 (Амфитеатр)","114 943,50 р. 1 400,04  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1083,4,210716496,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210716496,"1-ком. квартира 41,9 м², 1/9 эт.",Центральный,1,"Речицкий район, г. Речица, ул. Строителей, д. 12","37 037,35 р. 883,95  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1084,5,210719550,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210719550,"2-ком. квартира 52,1 м², 8/9 эт.",Центральный,2,"Речицкий район, г. Речица, ул. Нефтяников, д. 96","61 303,20 р. 1 176,64  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-04-06
1085,6,210719158,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210719158,"3-ком. квартира 68,2 м², 1/3 эт.",Центральный,3,"Петриковский район, г. Петриков, ул. Люксембург Розы, д. 14","91 699,37 р. 1 344,57  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1086,7,210689623,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210689623,"1-ком. квартира 29 м², 3/5 эт.",Центральный,1,"Речицкий район, г. Речица, ул. Центральная, д. 2","39 591,65 р. 1 365,23  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1087,8,210680846,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210680846,"3-ком. квартира 56,7 м², 1/2 эт.",Центральный,3,"Речицкий район, пос. Май, ул. Советская, д. 79","17 880,10 р. 315,35  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1088,9,210663328,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210663328,"2-ком. квартира 45,4 м², 5/9 эт.",Советский,2,"Советский район, ул. Быховская, д. 95","72 797,55 р. 1 603,12  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1089,10,210652137,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210652137,"4-ком. квартира 81 м², 3/9 эт.",Железнодорожный,4,"Железнодорожный район, ул. 50 лет заводу Гомсельмаш, д. 12","134 100,75 р. 1 655,56  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1090,11,210647432,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210647432,"1-ком. квартира 35,9 м², 3/5 эт.",Железнодорожный,1,"Петриковский район, г. Петриков, ул. К.Маркса, д. 10","65 134,65 р. 1 814,34  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-04-06
1091,12,210634650,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210634650,"2-ком. квартира 60,8 м², 7/7 эт.",Центральный,2,"Центральный район, ул. Газеты ""Гомельская правда"", д. 28","132 823,60 р. 2 184,60  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1092,13,210631232,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210631232,"3-ком. квартира 61,8 м², 2/2 эт.",Гомельский,3,"Рогачевский район, аг. Довск, пер. Гомельский, д. 1","22 733,27 р. 367,85  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона,2022-04-06
1093,14,210615854,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210615854,"3-ком. квартира 62 м², 3/5 эт.",Гомельский,3,"Петриковский район, г. Петриков, ул. Гоголя, д. 7 (Автовокзал)","74 074,70 р. 1 194,75  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-04-06
1094,15,210613022,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210613022,"3-ком. квартира 71,8 м², 3/10 эт.",Советский,3,"Советский район, ул. Барыкина, д. 100 (к-р Октябрь)","109 834,90 р. 1 529,73  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1095,16,210612471,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210612471,"3-ком. квартира 66,3 м², 9/9 эт.",Советский,3,"Речицкий район, г. Речица, ул. Строителей, д. 28 (Гамма плюс, Грин, Евроторг)","74 074,70 р. 1 117,27  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1096,17,210602748,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210602748,"2-ком. квартира 38,9 м², 4/4 эт.",Советский,2,"Речицкий район, гп Заречье, ул. Спортивная, д. 5","11 494,35 р. 295,48  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1097,18,210575190,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210575190,"4-ком. квартира 122,9 м², 2/2 эт.",Гомельский,4,"Гомельский район, аг. Ерёмино, ул. Коммунистическая, д. 1 (Ерёминский с/с)","127 715 р. 1 039,18  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1098,19,210537128,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210537128,"3-ком. квартира 59,6 м², 5/5 эт.",Гомельский,3,"Рогачевский район, пос. Приднепровский, д. 2 (Зборовский с/с)","33 205,90 р. 557,15  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1099,20,210533857,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210533857,"2-ком. квартира 49,8 м², 3/5 эт.",Гомельский,2,"Речицкий район, г. Речица, ул. Снежкова, д. 34 (магазин Зручны)","44 700,25 р. 897,60  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-04-06
1100,1,210524062,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210524062,"2-ком. квартира 67,2 м², 4/5 эт.",Гомельский,2,"Буда-Кошелевский район, г. Буда-Кошелево, мкр Восточный, д. 4А","71 520,40 р. 1 064,29  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
1101,2,210500335,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210500335,"3-ком. квартира 86,5 м², 1/3 эт.",Гомельский,3,"Гомельский район, пос. Зябровка, ул. Центральная, д. 195 (Дом культуры)","45 977,40 р. 531,53  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость линия закона""",2022-04-06
